x,y,z
-9.947930843279744,-9.44905301012236,29.43035851500436
-9.811308887266874,-8.956767333861746,29.674886934266247
-9.608497130652234,-8.447135732964,29.78271671246581
-9.35138029371294,-7.947995749509338,29.75250720686825
-9.053430078318486,-7.4837570169133505,29.590748454913836
-8.729705167930723,-7.075401259926984,29.311761174217924
-8.396851227603884,-6.740482294636551,28.93769676257093
-8.072038258909563,-6.487871411895189,28.494923538475035
-7.768428560604516,-6.31726681522244,28.002571721448582
-7.496614871493306,-6.230911481859659,27.47892945642091
-7.2653662973518545,-6.226792465588437,26.942392084512058
-7.081623666535172,-6.298534873402733,26.411432730030732
-6.950499529977352,-6.435401865508873,25.9046023004743
-6.873797993934513,-6.626956697281251,25.43692953951381
-6.850387651917852,-6.8724922476282835,25.016384133776953
-6.8808079536668725,-7.1673807315880875,24.654717769376184
-6.964116626717822,-7.505599535062881,24.36289806964226
-7.097793353402065,-7.879917912279447,24.150923214091687
-7.277739770846079,-8.281896985789137,24.027821938426758
-7.497354161099782,-8.703111465306607,23.99934531766366
-7.7507464477613315,-9.132838617187753,24.070887529477506
-8.035230695069567,-9.553598645295285,24.252888860421596
-8.344852844286983,-9.94718257526354,24.548995812394224
-8.670163466835483,-10.29489485164952,24.955608006538164
-8.998217764296376,-10.577553337932901,25.461878183240668
-9.312575568410377,-10.775489316516026,26.04971220213346
-9.593301341077606,-10.868547488723904,26.69376904209273
-9.825246688710818,-10.837347956772867,27.365018432330753
-9.999245275295296,-10.680208220666781,28.025550685373513
-10.100976248066969,-10.407754035468324,28.633294609636987
-10.122270969268886,-10.034344116090633,29.153926465129516
-10.061217644294272,-9.5780377915381,29.560942065278773
-9.922161321686524,-9.060595004906379,29.835656776931792
-9.713823626271338,-8.51085489038563,29.967388531580763
-9.44400736672848,-7.970993365260133,29.953245552892902
-9.128952250671412,-7.467839734766524,29.796939463160474
-8.785597075291868,-7.022515826415998,29.51040378332174
-8.43063941069466,-6.652069739528313,29.113932887413256
-8.080535599897683,-6.369475845231776,28.636182002569925
-7.75150264365446,-6.182001834502446,28.112113020076784
-7.457118633989043,-6.080523246936391,27.559208022727233
-7.205689252212472,-6.062804972066987,26.993383185059155
-7.003597753804822,-6.126272326718283,26.4320445845951
-6.855678735031265,-6.264857508309106,25.89158133919015
-6.765218132942061,-6.468999594853062,25.387365607031953
-6.73394350791105,-6.725662540981161,24.933744224111127
-6.7587323142125,-7.028460677262366,24.54077910362868
-6.837638207207901,-7.377146006395131,24.21840625186664
-6.970308178453707,-7.765789850975114,23.978129904272322
-7.15422474824902,-8.186500947786294,23.830153534757816
-7.384705965635583,-8.629425447800969,23.783379855699973
-7.654905408397782,-9.082746916179751,23.845410817940405
-7.956101873621608,-9.53380888891379,24.021461420971537
-8.280699018270008,-9.968054511321302,24.311312352096472
-8.620216297380043,-10.357893702171657,24.71674927522597
-8.963633881220881,-10.677716522561777,25.23193671040841
-9.297467262639087,-10.905718252990631,25.842055987344324
-9.605767257058632,-11.02389939335923,26.5233052453864
-9.870120002480888,-11.018065662970628,27.242899433539463
-10.069832955684578,-10.877468720001868,27.95921889783454
-10.193183570552277,-10.589984038564047,28.630269545944305
-10.232992494171409,-10.18560032876628,29.214326266125042
-10.18440109400807,-9.70346048431874,29.67678265553955
-10.04904490926272,-9.175358631982148,29.994539699213426
-9.835053650870176,-8.625740131567637,30.156005770035197
-9.557051201499604,-8.071701575936812,30.161096628756265
-9.234526505773081,-7.527231834108399,30.020912654772488
-8.878077744577636,-7.037949006794933,29.74985144438884
-8.505205602340272,-6.628769702325506,29.362622486508645
-8.134199315940005,-6.311336295225784,28.879557556766212
-7.7813772850183165,-6.090786706817445,28.32680858167252
-7.461087071979014,-5.965754405218071,27.736347638615044
-7.18526106401201,-5.928568674396906,27.140706760209394
-6.960600341466249,-5.971413171702112,26.548990714415098
-6.791413142421376,-6.089568149868018,25.975902383764566
-6.680620861962494,-6.27722565985387,25.436439407704817
-6.629673087459377,-6.527281329592456,24.944088335928353
-6.638547598566435,-6.8313343639901705,24.510824628372962
-6.703785931100594,-7.181467134362659,24.14647639267819
-6.821635930563258,-7.574710453350274,23.861693121585596
-6.993669217688714,-8.005327940502632,23.669525214793218
-7.218491829839447,-8.464640501259876,23.580949492409186
-7.491474349868568,-8.941122474059291,23.604745635022297
-7.8047519061198845,-9.42040163033547,23.747496183701983
-8.147224172427807,-9.885259174520137,24.013586539998318
-8.505033925618232,-10.31593985394335,24.40497376353065
-8.86974519017697,-10.69127840828508,24.91526124251497
-9.227897380739357,-10.980262285703535,25.53020194073557
-9.562898710162152,-11.156217601309365,26.228420043838266
-9.857814571804559,-11.200268841435447,26.980480787394704
-10.095367539528128,-11.101338863636835,27.748890456902117
-10.257968236188079,-10.856048922209142,28.488115920609378
-10.33289743394241,-10.465331777878907,29.14967906115491
-10.313995370321326,-9.962963629637912,29.69297420422586
-10.200049389238396,-9.390935350073665,30.088099254447233
-9.99663707424025,-8.78516210663957,30.31683658779207
-9.716126248506537,-8.175483361654743,30.37265305158158
-9.377674974850002,-7.585662872304216,30.26069996448505
-9.000964047677734,-7.045400853740341,29.99995348694421
-8.602440235740577,-6.5885711661097215,29.612942775006545
-8.202552065451602,-6.2290955390753915,29.120633154158394
-7.819316404348657,-5.973375311809981,28.54911131601395
-7.468273179970229,-5.820384458477188,27.92961794180245
-7.1624212496519055,-5.761779387514721,27.29765917393136
-6.910014624677396,-5.788024138988678,26.669565093833945
-6.715545032520899,-5.893574251347877,26.057581500698582
-6.58212491511669,-6.072232813141682,25.47733207880641
-6.511369684989997,-6.316917962519935,24.94282323772947
-6.503397725256955,-6.619662887233019,24.466444112330507
-6.555416300182216,-6.9724804443161785,24.05864147136883
-6.662485563058122,-7.372054928493712,23.7299914848563
-6.826711959914356,-7.813655210308773,23.49394333991907
-7.047635648246349,-8.289451198858712,23.362425413307125
-7.3213994327839895,-8.788672529669201,23.345543959939235
-7.640748765491705,-9.297608564694395,23.451583112902934
-7.995031745568364,-9.799608392316758,23.687004883454513
-8.37024059167126,-10.275108648789285,24.05642465780324
-8.756680554794283,-10.70294556576629,24.55693483253715
-9.142791724880976,-11.050320085484005,25.176744597249336
-9.511363112271404,-11.285757448371832,25.89693610783241
-9.844308996447104,-11.385708113506816,26.689026609951025
-10.122668926031212,-11.334547758613729,27.51496843904213
-10.326607718788358,-11.124577280065031,28.327149020314685
-10.439730060320734,-10.751415911837704,29.072129634170945
-10.453518020216462,-10.244019414187608,29.702116016397554
-10.364008417662875,-9.649666603229946,30.18001567383133
-10.175027040379245,-9.008440501055835,30.482024627844574
-9.898200159895168,-8.35318447190264,30.597634979916222
-9.552954531550629,-7.709502222154184,30.529634911631724
-9.160974684006726,-7.107782856410499,30.29555461561107
-8.738929006643156,-6.591005001077287,29.919064419380195
-8.309476672968858,-6.176509906212523,29.422302161802794
-7.892826750648238,-5.87267971500403,28.833275043950476
-7.506456225115345,-5.679566910226979,28.18602574230706
-7.165068415378794,-5.588964808522482,27.519796542522602
-6.878530075603987,-5.590027484633211,26.853145994629415
-6.652076622919737,-5.676117179451713,26.198773520171795
-6.489283614891461,-5.8402622973965945,25.573202466839987
-6.3921469372283335,-6.074682376888628,24.991073066567953
-6.361082803783239,-6.370788090350804,24.46514243553314
-6.3933595844423365,-6.720557614454274,24.006227119359703
-6.484896634996044,-7.121600703855669,23.625740010632875
-6.63754252695898,-7.569530736590929,23.33676000183012
-6.8505433486490865,-8.057219725744442,23.151488606651572
-7.120048312348338,-8.574962309168171,23.081149619528777
-7.43910975430267,-9.110475749481482,23.13598911562471
-7.797683134722074,-9.648899934071325,23.325275450833786
-8.183574579116154,-10.173683240068389,23.656119773828696
-8.58932554322278,-10.663012732177132,24.126183654514445
-9.00247957237556,-11.078309596365195,24.731624682754102
-9.407004645832146,-11.385379917302874,25.458578624055573
-9.78439733324713,-11.557074812119822,26.28135646277413
-10.11368279467218,-11.573290430405159,27.162444402112676
-10.371414780555916,-11.420967954207411,28.05250386412144
-10.534494252571843,-11.08974099034947,28.89227392875555
-10.593405337448168,-10.590737650379332,29.626618308165256
-10.541773620985841,-9.98184760969635,30.209860950075292
-10.380743911496326,-9.312862038327285,30.61078525172111
-10.119846687374034,-8.621764591614154,30.813163981825507
-9.776998097096374,-7.934731410214452,30.81575928059846
-9.37749629863323,-7.268931701203197,30.63241390021661
-8.938080127461502,-6.675925328687486,30.288037354276717
-8.480863551558189,-6.188140614424098,29.806282956331895
-8.029051618158451,-5.81755342029979,29.215279395648963
-7.602669593804812,-5.566730138011198,28.54910807526629
-7.218562964347303,-5.428827689064972,27.847803111993983
-6.8894490232707035,-5.390817173603916,27.14280435679089
-6.621903833116805,-5.444410313029968,26.44397652508906
-6.420104370049292,-5.581840302680976,25.768842255826662
-6.2865835680813476,-5.794824820501603,25.132939643452257
-6.222226759569316,-6.074578570296652,24.549689736239422
-6.225447588584366,-6.412459160519601,24.030451578122065
-6.291301723457337,-6.8055550485281415,23.586604121997123
-6.42133957093461,-7.250519790450632,23.230979077001717
-6.6154765457818,-7.741392136931314,22.976176896634968
-6.8706800047469105,-8.269967820283926,22.83444562519126
-7.180969246560263,-8.825799554491535,22.817680897760354
-7.5374155119345865,-9.39619703520672,22.937425940227314
-7.92876597189267,-9.966729293318556,23.203675080767905
-8.347970712182642,-10.516550194441253,23.61757952451185
-8.7847699080235,-11.007763308549555,24.18274120516761
-9.224319094598544,-11.404394977787524,24.891907124708066
-9.648020593809493,-11.674988821559369,25.724044908521915
-10.033523514276649,-11.792605736529575,26.644342805413903
-10.354723751338742,-11.734823896622816,27.60420968760454
-10.58551576731236,-11.477236739924393,28.54454043399294
-10.712137703962076,-11.023100001202485,29.40403365513665
-10.721731750720519,-10.434351723141909,30.12114653921994
-10.610801929373944,-9.762876278235526,30.652579149227403
-10.386097766904212,-9.04679132246149,30.974359446383236
-10.06461429548882,-8.310447795283476,31.08184329015104
-9.672653089854096,-7.567134606926796,30.98923537818453
-9.224875805380472,-6.88107979423734,30.713109399637865
-8.743799942847728,-6.29864751496498,30.27231605497556
-8.255883837346172,-5.837415853856305,29.695996004129604
-7.784403135601362,-5.5044996780913085,29.021770593658335
-7.349450795973944,-5.296550637283248,28.295741856746226
-6.967201971964848,-5.200917502850279,27.55582769428241
-6.646730938367101,-5.206473260502519,26.812520381035068
-6.393533317091528,-5.304391203616104,26.08521491194752
-6.211218786598674,-5.485041320020563,25.3909057293522
-6.10151324761216,-5.737975982392935,24.743939654362684
-6.063513059692115,-6.05295906190525,24.156185592570527
-6.09292109918373,-6.427583774113343,23.639293293161018
-6.190467657992303,-6.85870662005333,23.20545095273192
-6.355534325694776,-7.341265413857438,22.867163612091115
-6.585157947948637,-7.868903818108494,22.637309535982016
-6.874030626491858,-8.433971343839765,22.52914021308363
-7.214499719142978,-9.02752335053514,22.55628035601051
-7.598444236317384,-9.63813745018527,22.727478776739204
-8.021252181701902,-10.241588242044052,23.053930944058965
-8.474679748890388,-10.80694166085141,23.54688147122458
-8.945301305221744,-11.301836474357764,24.20426441182656
-9.414512817822562,-11.692494043516392,25.010652251319176
-9.858531853607282,-11.943718322483594,25.937255907020685
-10.24877574711019,-12.018774168480801,26.942264692935044
-10.564004885961856,-11.886885453320158,27.97543652759247
-10.779169191176564,-11.552688536799506,28.962673053312827
-10.873773495882244,-11.035944269573903,29.835353391638865
-10.838616656176413,-10.365123572156158,30.539930589730176
-10.675791551126212,-9.577407434916951,31.03793162036309
-10.395949355259862,-8.724053544494895,31.305528867068745
-10.011920238786487,-7.879471320265027,31.334585985946784
-9.550601876810878,-7.093825639103356,31.13578437138089
-9.040099025555037,-6.405101109100082,30.73463910021883
-8.5084020434577,-5.841363480943031,30.171180982765076
-7.983407029215476,-5.420510382034441,29.499665510222947
-7.491403693792098,-5.1360519864101075,28.761868395556203
-7.04912965548468,-4.977927515383343,27.982315850272823
-6.668439529223878,-4.938643219157726,27.187415128470416
-6.358242289359729,-5.005593812464978,26.400655571125863
-6.124501269661519,-5.16106247456495,25.642608606095035
-5.969337642860719,-5.385592239821304,24.9301010289685
-5.888970281013778,-5.678270377724978,24.272940086560652
-5.882568744164314,-6.035409942230033,23.682422159947162
-5.948694952036009,-6.452349893523442,23.170692285011416
-6.084619129123317,-6.925124144929438,22.750266669562276
-6.286319804691482,-7.450461562909668,22.434032693333926
-6.547457312742849,-8.023505949544687,22.232763150379842
-6.866934397041372,-8.636373502552626,22.163046938127238
-7.2444671144846255,-9.277370688516598,22.2435522719748
-7.674781695659746,-9.928406094779078,22.48750084020463
-8.147611364176571,-10.564988250710744,22.90266309431693
-8.647696336667765,-11.15622562771069,23.491358249030068
-9.154783822788772,-11.664826639206321,24.250454282280558
-9.649373960242357,-12.05102859277164,25.167251523761998
-10.108875209701766,-12.269322755442781,26.202779911901832
-10.503946305829887,-12.280712557238779,27.30418200315711
-10.808160353359717,-12.065492906126789,28.410529098573228
-10.998041614875866,-11.623284752330283,29.452822566308413
-11.053452162065069,-10.971654580864648,30.35387993009531
-10.965033162858454,-10.155731299639035,31.044863866162526
-10.736945726840068,-9.254319408500358,31.490138304036183
-10.382939983228766,-8.336164496338764,31.67410879557884
-9.926235149874529,-7.455932379817254,31.599686078662998
-9.399502879539712,-6.654237425374714,31.28830608999657
-8.835593410988443,-5.970407833145176,30.784952456153153
-8.263753268874892,-5.432596996405012,30.13476865694499
-7.712429337986926,-5.047556060988916,29.377252070094997
-7.204636798556535,-4.809144378785171,28.55424163992705
-6.757952965117933,-4.698430969852698,27.709724467005447
-6.383325942747444,-4.696881498615914,26.869899955912626
-6.085493129430562,-4.7936754406800475,26.048572951571213
-5.866989000599676,-4.9771744693801425,25.262641234480242
-5.728532239357641,-5.237067115675519,24.52629569575973
-5.6688557103584065,-5.5644591527915175,23.851085254305783
-5.6818370740643385,-5.955568251166741,23.248607862479286
-5.767911561802549,-6.408261872243425,22.73040242697289
-5.9282963731572735,-6.91875681213181,22.30859552064315
-6.1613837098590745,-7.482446428725542,21.99678116503117
-6.462740775784867,-8.093900641701726,21.81002083036261
-6.825109776957805,-8.746865932520702,21.76484343554774
-7.2388153574014416,-9.433907304215444,21.878246211725443
-7.699670362839566,-10.135815581569974,22.160179794441486
-8.20287177246971,-10.82004550469172,22.629727049109047
-8.73659960384196,-11.449917675806418,23.295326500226583
-9.28258730057904,-11.984780643486333,24.149497695456407
-9.816121732376143,-12.38001090265002,25.168841205624542
-10.306043969777047,-12.587012757273627,26.314039468962573
-10.723755319830703,-12.558832267753953,27.533354638249843
-11.037704446305796,-12.280512093688603,28.74156176957107
-11.217743855840284,-11.761242331559908,29.84936112100928
-11.24674532562718,-11.027358388149864,30.782963125707486
-11.12059990341453,-10.122340980540407,31.484088391868383
-10.844856844912325,-9.113592891144016,31.909006729329118
-10.434007557032603,-8.093264144833558,32.039117235927044
-9.918834762670798,-7.130144338097933,31.886917457261557
-9.332679001673208,-6.277686714518127,31.48398639805284
-8.710829834054907,-5.5749054825529,30.88057085376165
-8.0903061290401,-5.042477653847172,30.141884260075567
-7.5022380766865435,-4.670345959627281,29.31363408329184
-6.967338394661728,-4.45219047713386,28.430605795470868
-6.501537045113926,-4.375406868910049,27.52512477106757
-6.116311021770034,-4.418724621345969,26.626227644571458
-5.818644359462258,-4.552381390935297,25.75958845505475
-5.607229694053841,-4.762039857088962,24.93864448972476
-5.479046108907008,-5.046147959986983,24.17147705279718
-5.432453436260434,-5.398126832686899,23.469608560138184
-5.464800377938406,-5.813797394800999,22.844576732641983
-5.572424503325304,-6.2913803510691775,22.307934595904722
-5.749951980509415,-6.8297160135675465,21.871598486167176
-5.997339915252936,-7.427513844288405,21.55062606751031
-6.3155510897135,-8.080906902234263,21.361603377831283
-6.702082426117052,-8.781119272424839,21.32153206322918
-7.150964986757702,-9.514466065896807,21.447829378005046
-7.652763973997932,-10.26235341970417,21.758328184661835
-8.195304644538407,-11.002958140497615,22.2679136351988
-8.767177851907178,-11.699305245530573,22.98019649042352
-9.351392442702613,-12.288613368019462,23.899222544021782
-9.924546961690385,-12.71456718577675,25.007176478023272
-10.457065891735002,-12.92963389143936,26.26214673342449
-10.913199653799898,-12.895063192468733,27.598125510188925
-11.25124373572841,-12.580099927801353,28.925185687073657
-11.440902804841175,-11.95326241076137,30.143375861867003
-11.464476023378365,-11.101471401592022,31.15802247836496
-11.314776542073911,-10.128384909077624,31.899451163144796
-11.001052064898078,-9.105907089270776,32.330139467194506
-10.548984849057383,-8.074188245491841,32.44471686591321
-9.99878087915072,-7.048161468210448,32.269170783103405
-9.37460358188339,-6.12633927000271,31.839326461499972
-8.712523183978895,-5.3711924192118765,31.195909041625136
-8.051031094725017,-4.799559475200425,30.39099055870599
-7.422350632135053,-4.408595810155056,29.486307256933266
-6.852379080885214,-4.177251389988688,28.54615929303047
-6.357649362100866,-4.083854340849412,27.592781123339563
-5.946333377930954,-4.110276986010496,26.648271749059926
-5.6233101236014535,-4.238830022335344,25.732822394453663
-5.390431121599173,-4.4525160919609235,24.861456713289623
-5.2452867615445955,-4.7382240484630636,24.045289021710932
-5.183621784697239,-5.092522210189351,23.29495338823243
-5.204275898014525,-5.5112199977769265,22.6203199974841
-5.304893454168357,-5.992078422934635,22.032743168449265
-5.4817867036391235,-6.534998990268402,21.54514322855089
-5.729935725353059,-7.141973500909521,21.17197783287391
-6.045513131051092,-7.810814554724935,20.92765918505946
-6.430438781740131,-8.53679807852971,20.832909608320556
-6.883916274928389,-9.310285450735673,20.909520615620636
-7.400529576850886,-10.11261466386422,21.17683977932374
-7.97024302246969,-10.916100324546733,21.651770731194507
-8.57840131547377,-11.684033653524313,22.348773162398196
-9.20764709125372,-12.373188489075686,23.27305664707387
-9.834226418055744,-12.917056802878108,24.41037070191566
-10.426376003906482,-13.246292720394708,25.72629913079993
-10.948305239122307,-13.308012959562662,27.159905623493493
-11.360207804413012,-13.065833335719029,28.62371041726441
-11.622765573622214,-12.493633871487058,30.007492268009127
-11.7088528455225,-11.630088120025507,31.198191105026865
-11.601773403877324,-10.576252663822359,32.1042123743064
-11.305105226842251,-9.417733147400135,32.669818687639236
-10.84310612407994,-8.222744420798719,32.875486546732844
-10.255536809087834,-7.05549741193262,32.73874043679815
-9.575380613579584,-6.022993717993942,32.30508592043585
-8.849493862950604,-5.1754842332770705,31.625660093055128
-8.120901124702831,-4.532836216724521,30.76478899876181
-7.426198489818625,-4.090879669890105,29.80093475941321
-6.795005723456398,-3.825042783788289,28.79891733969757
-6.244547939432646,-3.710584731396538,27.779219125391144
-5.784360104972046,-3.725050267890232,26.769461883082627
-5.4198651081029885,-3.8460291665947213,25.790521442504698
-5.152221154370934,-4.0515962033060875,24.85648996218712
-4.9767169036258565,-4.33101515125564,23.978111234269427
-4.890102096210469,-4.67849968281953,23.164526556488674
-4.889413028915563,-5.089738428020002,22.42523136179832
-4.970687877360921,-5.56388336826875,21.770836455458113
-5.128966632085478,-6.103549597705647,21.213067991996198
-5.359456965654037,-6.710833447431878,20.764944435535973
-5.663971181086785,-7.386594868839381,20.44293266846594
-6.0441427973974315,-8.129355045075492,20.26617670559705
-6.49824666739333,-8.9314164048671,20.255720942601524
-7.021198977675546,-9.77886262252078,20.43451015601283
-7.604557248638656,-10.651558617922479,20.827389503225618
-8.237565252221673,-11.522612891720216,21.453023704469224
-8.907854618383833,-12.33741405371849,22.327458634170238
-9.594792316224243,-13.026946523528892,23.457061741485283
-10.268379419326996,-13.523470575663364,24.8170090223009
-10.889256458463827,-13.760589763661558,26.351138790285255
-11.409247751836322,-13.672770161303088,27.972582053257963
-11.786898483710878,-13.210965812566421,29.572329880023926
-11.979390601911978,-12.413417105647236,31.00768785787431
-11.959768618267372,-11.345484658086463,32.16074124638582
-11.725421993754832,-10.081892486909286,32.953761088837396
-11.296695035227506,-8.709980097040312,33.34900348040149
-10.69885550151123,-7.36853557701559,33.34560389322875
-9.979356100132486,-6.159178010498774,32.977008757249834
-9.190005821757282,-5.143896889910352,32.30425467364057
-8.380142014187086,-4.3581240109215384,31.414732698330035
-7.5965710419624015,-3.807102404183479,30.411552060258394
-6.875542154694689,-3.459432404695346,29.341975854014024
-6.238024495089494,-3.288797912944096,28.24530029860649
-5.6980076982074825,-3.2660938432304922,27.15510117937056
-5.26302304221884,-3.357275818113109,26.09550557327667
-4.9326122187244446,-3.5340616378193563,25.0811273237787
-4.701238818577511,-3.788281470104525,24.120791426986553
-4.564723463504807,-4.110182487705523,23.22304710732678
-4.5180521480418365,-4.49482010691843,22.396411473666227
